,raw_text,clean_text
58143,@djscuba ahhhh ... tut tut ! Not to worry - it's still worth watching ! Not as much totty this year tho,ahhhh ... tut tut ! not to worry - it's still worth watching ! not as much totty this year tho
58144,Just bopping in the kitchen to Human League's Greatest Hits on the iPod. I almost feel young again  Kids thought I was having a fit,just bopping in the kitchen to human league's greatest hits on the ipod. i almost feel young again kids thought i was having a fit
58145,"bomb screened at airport again, happens every time","bomb screened at airport again, happens every time"
58146,Jealous of everyone seeing tbs tonight. So jealous  ;___;,jealous of everyone seeing tbs tonight. so jealous
58147,@Noora_AlIbrahim Hehehe black pants oo a dusty rose pink top.. Matching heels.. I hate having to think of dawam clothes,hehehe black pants oo a dusty rose pink top.. matching heels.. i hate having to think of dawam clothes
58148,trying to save my old post,trying to save my old post
58149,@Born_4_Broadway Lost  and it was St. Ignacius Prepatory School. Haha.,lost and it was st. ignacius prepatory school. haha.
58150,@fabulousmiranda hey women. sorry I didn't hit u back last night. I'm soooooo sicky!!!  I can't breff,hey women. sorry i didn't hit u back last night. i'm soooooo sicky!!! i can't breff
58151,"Damn, damn, damn  The car is misfiring. More ГЇВїВЅГЇВїВЅГЇВїВЅs Ugh!","damn, damn, damn the car is misfiring. more s ugh!"
58152,"Came home from Cross County, Tired as","came home from cross county, tired as"
58153,Getting really bored of hard drives that die - must learn to backup more often,getting really bored of hard drives that die - must learn to backup more often
58154,hates exam worries,hates exam worries
58155,@jonathan707 Forreal though. &amp; Finals are this week! Way to slack.  I feel so disappointed in myself.,forreal though. amp finals are this week! way to slack. i feel so disappointed in myself.
58156,hmmm is it just me or is Dane Cook not as funny as he used to be,hmmm is it just me or is dane cook not as funny as he used to be
58157,Aaaaargh - Illustrator is so hard to use!,aaaaargh - illustrator is so hard to use!
58158,@sleepydumpling my parents and I are going to see her at the hospital on money. so sad,my parents and i are going to see her at the hospital on money. so sad
58159,Got to go to a wedding this weekend in La. Bummer! No flying.  Wait! I'll take the HyperFlea!!!,got to go to a wedding this weekend in la. bummer! no flying. wait! i'll take the hyperflea!!!
58160,@Sweet_Candii you smashed your pancakes,you smashed your pancakes
58161,Stuffed from Daniel's Broiler.....Why can't I control myself there?,stuffed from daniel's broiler.....why can't i control myself there?
58162,"Is PC world open today, my graphics card melted","is pc world open today, my graphics card melted"
58163,I wish I could buy Halo pet food in stores  I am convinced that's exactly what my dogs need to kick start their new healthy lifestyle,i wish i could buy halo pet food in stores i am convinced that's exactly what my dogs need to kick start their new healthy lifestyle
58164,it doesnt matter what im doing cause no one is following me!,it doesnt matter what im doing cause no one is following me!
58165,Still doing my homework,still doing my homework
58166,"@AliciaWag At this point it looks like Im going to take a couple of days, delete everything, wipe the iPod, and start over.","at this point it looks like im going to take a couple of days, delete everything, wipe the ipod, and start over."
58167,I think I'm sick,i think i'm sick
58168,just cant get over the fact that danny's out  when i was all GO GO GOKEY the whole way this season!,just cant get over the fact that danny's out when i was all go go gokey the whole way this season!
58169,@Rileah During winter my legs look like Hagrid from Harry Potter... DANG! THAT'S FUGLY! (I think I will shave them tonight),during winter my legs look like hagrid from harry potter... dang! that's fugly! i think i will shave them tonight
58170,@SaharJ25 i wish tokio hotel had twitter,i wish tokio hotel had twitter
58171,going to dancing. my arm hurts from my injections,going to dancing. my arm hurts from my injections
58172,Glad im not the only one to say poo. Pupils just laugh,glad im not the only one to say poo. pupils just laugh
58173,I lost my 1st 100th follower the other day  but my new 100th follower shall receive something special  it's almost #followfriday LOL,i lost my 1st 100th follower the other day but my new 100th follower shall receive something special it's almost followfriday lol
58174,Time to sleep - gotta be up in 4 hours for a dentist appointment.,time to sleep - gotta be up in 4 hours for a dentist appointment.
58175,"@vimoh can't help you there, not so hot on mobile tech","can't help you there, not so hot on mobile tech"
58176,"scratch that, it won't be in imax","scratch that, it won't be in imax"
58177,@hollybebs not till later.. I gotta move all this shit into the apt today.. Awww maleia wanted to see blaiseyyyy,not till later.. i gotta move all this shit into the apt today.. awww maleia wanted to see blaiseyyyy
58178,sooo upset I missed little rascals on tv today  I love that movie.,sooo upset i missed little rascals on tv today i love that movie.
58179,"@of_cupids TY 4 the suggestion, but I can't be around cooking food: I'm allergic to pork products &amp; just the smell can make me sick.","ty 4 the suggestion, but i can't be around cooking food i'm allergic to pork products amp just the smell can make me sick."
58180,"I want some love  Yes, yes I tell this really frequently ГЇВїВЅ_ГЇВїВЅ","i want some love yes, yes i tell this really frequently"
58181,@noberts i don't remember leaving Big Red,i don't remember leaving big red
58182,"@AlexAllTimeLow Anxiety is the worst  Well, the sickness that comes from the anxiety is the worst! Feel better darling!","anxiety is the worst well, the sickness that comes from the anxiety is the worst! feel better darling!"
58183,trust me to get sick as soon as my gcse's start,trust me to get sick as soon as my gcse's start
58184,"up, washed, cleaned, wee'd, eaten, packed lunch, ironed and its 20 past 8, amazing! had a rough nights sleep!","up, washed, cleaned, wee'd, eaten, packed lunch, ironed and its 20 past 8, amazing! had a rough nights sleep!"
58185,Last night of the Roadshow soooo sad  Wat will I do with myself?Oh well church today and they say its gonna hit 100 degrees this afternoon,last night of the roadshow soooo sad wat will i do with myself?oh well church today and they say its gonna hit 100 degrees this afternoon
58186,damn i had something really knowledgable to say and ive forgotten it. damn hangovers,damn i had something really knowledgable to say and ive forgotten it. damn hangovers
58187,Last day of holidays  - should i do my h/w?? NAHHH.,last day of holidays - should i do my h w?? nahhh.
58188,"@Punno That's what they tell me  I have been under some major stresses lately, so maybe. And no thank you, I'll be good, u just study ;)","that's what they tell me i have been under some major stresses lately, so maybe. and no thank you, i'll be good, u just study"
58189,We had the wrong times and didnt get to see it,we had the wrong times and didnt get to see it
58190,Naar Haddow. Racket mee! Wahey,naar haddow. racket mee! wahey
58191,"@TheLadyJane I always wanted to be tall! My sister is like 5'8&quot;, and one of my brothers is 6'3&quot;, so I've always felt like a freak","i always wanted to be tall! my sister is like 5'8 quot , and one of my brothers is 6'3 quot , so i've always felt like a freak"
58192,"cba todayyyy, work  LOST finale though!! ;D","cba todayyyy, work lost finale though!! d"
58193,Raining again  should really get new umbrella,raining again should really get new umbrella
58194,why am i not a sleep yet?!,why am i not a sleep yet?!
58195,@oyinhandmade  im probably not the 1 to tell u this as i haven't blinked in 3 hours but we should probably call it a nite   i,im probably not the 1 to tell u this as i haven't blinked in 3 hours but we should probably call it a nite i
58196,is back home... Jac is leaving tomorrow,is back home... jac is leaving tomorrow
58197,"@jujukoo You are, and idiot.","you are, and idiot."
58198,@praveenvasudev - wish I had someone send me luck all the way from Japan when I had to study the poems,- wish i had someone send me luck all the way from japan when i had to study the poems
58199,loaded up with words to type,loaded up with words to type
58200,@josephchristian haha after my nap! I got about 2 hours of sleep,haha after my nap! i got about 2 hours of sleep
58201,#WhyITweet - I have an addiction to it. I need twitter rehab.,whyitweet - i have an addiction to it. i need twitter rehab.
58202,@skitsanos Probably true but cost mitigates against bespoke in this case,probably true but cost mitigates against bespoke in this case
58203,I'm going to miss JT today.,i'm going to miss jt today.
58204,I just found out that toilets in homes can't be moved at all,i just found out that toilets in homes can't be moved at all
58205,@amystace Full Disclosure...I hadn't actually looked outside - the light just seemed bright through the curtains - I now see it's cloudy,full disclosure...i hadn't actually looked outside - the light just seemed bright through the curtains - i now see it's cloudy
58206,@tewer Sorry to hear that,sorry to hear that
58207,yay! aimz and sinonothin r ma friends on blogster life coldnt be any better well except for the bf part dnt have one.....,yay! aimz and sinonothin r ma friends on blogster life coldnt be any better well except for the bf part dnt have one.....
58208,@chriscornell I never see my replies on your page  I think maybe Im not in the know to the tweeter madness  ;) Hope you will let me know,i never see my replies on your page i think maybe im not in the know to the tweeter madness hope you will let me know
58209,i have to butting poop again,i have to butting poop again
58210,@MichelleFatale cheers to that.  Been trying to finish CACHE from Michael Haneke before bed for weeks now! Subtitles put me to sleep,cheers to that. been trying to finish cache from michael haneke before bed for weeks now! subtitles put me to sleep
58211,@mileycyrus http://twitpic.com/4vv13 - i love him but it remind me with mine he died  i really loved him,- i love him but it remind me with mine he died i really loved him
58212,Out of pickles...,out of pickles...
58213,I think I inhaled too many fumes today my chest hurts!,i think i inhaled too many fumes today my chest hurts!
58214,getting ready for the grindstone.,getting ready for the grindstone.
58215,im sooo tired and i cant sleep cuz my head suddenly decides to hurt..  its almost 3 in the morning!,im sooo tired and i cant sleep cuz my head suddenly decides to hurt.. its almost 3 in the morning!
58216,Just realized her car power adapterspliter broke sometime in the past two days.,just realized her car power adapterspliter broke sometime in the past two days.
58217,Happy opening day! Wish I could be getting ready to go to the Giants game instead of work,happy opening day! wish i could be getting ready to go to the giants game instead of work
58218,my mother is far far away,my mother is far far away
58219,@miraget  ...I just did laundry!   But now it's 7am.  Lame,...i just did laundry! but now it's 7am. lame
58220,couldn't sleep last night. now too sleepy to go to church,couldn't sleep last night. now too sleepy to go to church
58221,"@The_Grim_Weeder Sorry to hear about your plantpots been trashed by morons, I really can't understand what they get out of doing that","sorry to hear about your plantpots been trashed by morons, i really can't understand what they get out of doing that"
58222,@mamitamala Did a bunch not show up?,did a bunch not show up?
58223,only 2 ppl are following me on twitter now. bffs stopped tweeting and i tried to tweet them about it but they said i didnt get it,only 2 ppl are following me on twitter now. bffs stopped tweeting and i tried to tweet them about it but they said i didnt get it
58224,"@Quynhism yeah I'm bummed to tho I do have my pc. Hey at least you have a intel mac, I only have a g5","yeah i'm bummed to tho i do have my pc. hey at least you have a intel mac, i only have a g5"
58225,"3 packets of crisps, 1 ham roll and 2 yoghurts later, im STILL hungry","3 packets of crisps, 1 ham roll and 2 yoghurts later, im still hungry"
58226,Back again. Was not able to watch the start of the game. Too bad.,back again. was not able to watch the start of the game. too bad.
58227,My tumbly hurts.,my tumbly hurts.
58228,"Its official, Murphy's law is in effect in my life since Friday - hope it wears off soon","its official, murphy's law is in effect in my life since friday - hope it wears off soon"
58229,wish i was at bay to breakers,wish i was at bay to breakers
58230,"@MirellaD I know  god,kill me","i know god,kill me"
58231,working in the ER until 4....maybe i shouldn't have stayed out so late this am,working in the er until 4....maybe i shouldn't have stayed out so late this am
58232,nt far i want to go c the boat that rocked but no one will come with me nd i'm nt travelling 2 canterbury on my own,nt far i want to go c the boat that rocked but no one will come with me nd i'm nt travelling 2 canterbury on my own
58233,"Going home tomorrow, back to rain and back to work","going home tomorrow, back to rain and back to work"
58234,"@ohitsalexb lol, I wrote that tweet wrong.  Starfire was awesome. I was a beast boy... boy.","lol, i wrote that tweet wrong. starfire was awesome. i was a beast boy... boy."
58235,I'm going to bed... at 9.... wow that is a first in a really long time.,i'm going to bed... at 9.... wow that is a first in a really long time.
58236,@RealWorldCara woo hoo i'm stuck in traffic,woo hoo i'm stuck in traffic
58237,i would've loved the rain if someone was with me,i would've loved the rain if someone was with me
58238,working hard but feeling bad for working hard,working hard but feeling bad for working hard
58239,got a cold,got a cold
58240,"Just been playing with the new Mobbler v0.4.0 and it adds some great new features, but won't play music on my E71, like v0.3.5 did","just been playing with the new mobbler v0.4.0 and it adds some great new features, but won't play music on my e71, like v0.3.5 did"
58241,"hasn't been updating lately, sorry","hasn't been updating lately, sorry"
58242,"Kids are sick, me and Jenn are sick too... This is gonna be a bad week","kids are sick, me and jenn are sick too... this is gonna be a bad week"
58243,@mattchewww i forgot to set my tivo before i left home im miss rove,i forgot to set my tivo before i left home im miss rove
58244,Jefferson Airplane - Somebody to love. 1965 ???. Frisco.Psychedelic rock. LSD. ? ??????? ?? ? ?? ????? ? ?? ? ??? ?????,jefferson airplane - somebody to love. 1965 ???. frisco.psychedelic rock. lsd. ? ??????? ?? ? ?? ????? ? ?? ? ??? ?????
58245,home from california  unpacking and whatnot,home from california unpacking and whatnot
58246,@waltersalt obviously i'm deranged! It hurt a hell of a lot like grit in the eye and nettle rash. I also didn't get any super powers,obviously i'm deranged! it hurt a hell of a lot like grit in the eye and nettle rash. i also didn't get any super powers
58247,"Mad Aggy Right Now. I Can't Sleep &amp; I Have To Get Up @ 7. Smh, I Feel Bad For My Neighbors, Too. I Hope I Can Do Something About This Now","mad aggy right now. i can't sleep amp i have to get up 7. smh, i feel bad for my neighbors, too. i hope i can do something about this now"
58248,"finished New Moon and excited for JONAS, if only she had the Disney Channel on her TV  Youtube better come thru for me.","finished new moon and excited for jonas, if only she had the disney channel on her tv youtube better come thru for me."
58249,im depressed that i  only have seven classes left..,im depressed that i only have seven classes left..
58250,"Prom was great, but it was over too quickly","prom was great, but it was over too quickly"
58251,"Another week of school. I have cross country 2morow. I SO DONT WANT 2 DO IT,  HATE IT!!!!!!!","another week of school. i have cross country 2morow. i so dont want 2 do it, hate it!!!!!!!"
58252,"Suprised by how slow, and how much latency is on the college Internet connection today. It's not usually this dire.","suprised by how slow, and how much latency is on the college internet connection today. it's not usually this dire."
58253,@kerryank apparently may 16th is the anniversary of her mothes death,apparently may 16th is the anniversary of her mothes death
58254,@rdelizo35 i can but the handset i want is expensive  so i need a contract phone .... but alas i tried and i cant....,i can but the handset i want is expensive so i need a contract phone .... but alas i tried and i cant....
58255,seriously..? this weekend sucks.,seriously..? this weekend sucks.
58256,"wooo, 1 day down of term 2, 205 to go for the rest of the year","wooo, 1 day down of term 2, 205 to go for the rest of the year"
58257,"@spoonerist oh that sucks  Maybe you can text her, and tell her, you are here to talk if she has any questions!","oh that sucks maybe you can text her, and tell her, you are here to talk if she has any questions!"
58258,has to write a 7 page paper on Margaret Atwood,has to write a 7 page paper on margaret atwood
58259,"I dyed my hair, and it looks almost the same","i dyed my hair, and it looks almost the same"
58260,is on a Gossip Girl marathon. My mom made me stop though,is on a gossip girl marathon. my mom made me stop though
58261,I wish i was seeing Demi today,i wish i was seeing demi today
58262,Building email templates for Outlook 2007 is a nightmare.,building email templates for outlook 2007 is a nightmare.
58263,Zoe&amp;Zac- cute shoes...i only wish this little town had them,zoe amp zac- cute shoes...i only wish this little town had them
58264,wanna watch prom night but dont have it,wanna watch prom night but dont have it
58265,My to do list is still on number 3... I have over 20 left,my to do list is still on number 3... i have over 20 left
58266,"In case anyone was uncertain, Oakland is cold... and wet","in case anyone was uncertain, oakland is cold... and wet"
58267,Today is the official cuddling day and I'm not with the person I wanna cuddle with,today is the official cuddling day and i'm not with the person i wanna cuddle with
58268,@delegate2me She's feeling better. Will be in the hospital a few more days. Pain and fever when meds wear off.,she's feeling better. will be in the hospital a few more days. pain and fever when meds wear off.
58269,"It's so hot and uncomfortable.  No moving air, no fan, no A/C. Oh, serenity now.","it's so hot and uncomfortable. no moving air, no fan, no a c. oh, serenity now."
58270,I'm not so sure I would have got a mac had I known just how many things aren't compatible,i'm not so sure i would have got a mac had i known just how many things aren't compatible
58271,AHHHHHHH F*CK THIS DAMN PHONE! KEEP DYING!!!!!!!!!  -- Sorry Tweets... I promise I'm no ignorant :/,ahhhhhhh f ck this damn phone! keep dying!!!!!!!!! -- sorry tweets... i promise i'm no ignorant
58272,"@grahamsz glad you're ok, grahams and sarahs!  That still sucks though.","glad you're ok, grahams and sarahs! that still sucks though."
58273,Managed to get Scott Pilgrim volume 1! Now if only I'd remembered to get groceries I could eat lunch,managed to get scott pilgrim volume 1! now if only i'd remembered to get groceries i could eat lunch
58274,@alexa_chung I feel your pain! boohoo some of us have ALOT to do in Apr.,i feel your pain! boohoo some of us have alot to do in apr.
58275,Spent the afternoon showing the junior how to work with PowerPoint presentations   Styling MS Office docs sucks,spent the afternoon showing the junior how to work with powerpoint presentations styling ms office docs sucks
58276,doesnt knw wht to do today....because of the electricity cut in pune fr da whle day..,doesnt knw wht to do today....because of the electricity cut in pune fr da whle day..
58277,@andyrohan I feel so ashamed,i feel so ashamed
58278,is expecting a call from McDo.  i'm hungry!! (hungry) http://plurk.com/p/tpjk6,is expecting a call from mcdo. i'm hungry!! hungry
58279,was surprised to see someone at the game today.  too bad he likes 18 year olds.,was surprised to see someone at the game today. too bad he likes 18 year olds.
58280,Someone somewhere didn't like Globs http://bit.ly/7XV4K,someone somewhere didn't like globs
58281,@DKM64 I should obviously stop wearing clothes then.,i should obviously stop wearing clothes then.
58282,Had a call at 11h30 that she had to take  why the guys shows up when the party's over ?!?!,had a call at 11h30 that she had to take why the guys shows up when the party's over ?!?!
58283,@dansenlair Just did on friday! Hehe! But no dress tho.,just did on friday! hehe! but no dress tho.
58284,"@bluemoonx I did too...whatever u do, don't watch &quot;2 girls 1 cup&quot; on youtube. Gross!!! Lesbos sucking tits and eating their own crap.","i did too...whatever u do, don't watch quot 2 girls 1 cup quot on youtube. gross!!! lesbos sucking tits and eating their own crap."
58285,absolutely adoring my son!! He's growing up too fast though,absolutely adoring my son!! he's growing up too fast though
58286,I have the muuuuunchies. Craving some doritosssss and hot funyuns,i have the muuuuunchies. craving some doritosssss and hot funyuns
58287,@mylyfesongz How was the club? I wish i went to UPtown now. Im mad!,how was the club? i wish i went to uptown now. im mad!
58288,Waiting for Ang to comment back on myspace...i miss her so much,waiting for ang to comment back on myspace...i miss her so much
58289,regretting the extra minutes in bed that prevented me from going running,regretting the extra minutes in bed that prevented me from going running
58290,@tranced1 just realised the c905 has SE's stupid pop port. And on the side! No way,just realised the c905 has se's stupid pop port. and on the side! no way
58291,i need a new boyfreind ; this isnt working ; he's trying get freeky with girls i'm following,i need a new boyfreind this isnt working he's trying get freeky with girls i'm following
58292,@jenijenjen Last day with the Spock na now?,last day with the spock na now?
58293,am trying to fit all my stuff in a tiny bag so i can take it on as hand luggage. dont think its gonna work,am trying to fit all my stuff in a tiny bag so i can take it on as hand luggage. dont think its gonna work
58294,"Good afternoon, back work from holiday, today is tired!","good afternoon, back work from holiday, today is tired!"
58295,Just woken up. 12 hours sleep and still feel tired,just woken up. 12 hours sleep and still feel tired
58296,@lynniesmiles wanted to. But i have to pay to upgrade it to the 6 way one..,wanted to. but i have to pay to upgrade it to the 6 way one..
58297,no work tomorrow,no work tomorrow
58298,@mike_lowry lol! all this booty is about to be gone! Im dieting. Sorry!,lol! all this booty is about to be gone! im dieting. sorry!
58299,"@Werecat1 Yeah baby! But, um, anyone solvent? We aren't right now.  (Any $ donations are very welcome)","yeah baby! but, um, anyone solvent? we aren't right now. any donations are very welcome"
58300,someone help me resize my picture so i can add one on this thing!  stupid Ruben =P,someone help me resize my picture so i can add one on this thing! stupid ruben p
58301,having a sentimental day at work... going through paperwork. not ready to get moved to another branch.,having a sentimental day at work... going through paperwork. not ready to get moved to another branch.
58302,not looking forward to uni waaahh,not looking forward to uni waaahh
58303,I just ran into the door,i just ran into the door
58304,@MinnerDinner  I also can't get back on the boards....it's been up and down for me for the past hour.,i also can't get back on the boards....it's been up and down for me for the past hour.
58305,@MsIngridB ok damn calld box office n they said 11:15 so i'm not gonna make the show,ok damn calld box office n they said 11 15 so i'm not gonna make the show
58306,gig was great. Cant get new frontier out of my head now. Sooo tired though. About 3 hours sleep  adam duritz is a king x,gig was great. cant get new frontier out of my head now. sooo tired though. about 3 hours sleep adam duritz is a king x
58307,@Coupon90265 Oh did you try to get some?  I can't print the coupons.,oh did you try to get some? i can't print the coupons.
58308,"Aight. i'm going to go chill w my love! Finishing up this bottle, then bed! Goodnight Twitterville  Hope your night is better than MINE!","aight. i'm going to go chill w my love! finishing up this bottle, then bed! goodnight twitterville hope your night is better than mine!"
58309,@tomfelton and @mattdavelewis : Is it a little sad working on Deathly Hallows knowing that there are no more books after that?,and is it a little sad working on deathly hallows knowing that there are no more books after that?
58310,"I really don't want to go to school tomorrow, but I guess I have to","i really don't want to go to school tomorrow, but i guess i have to"
58311,@snshyne7  Bedtime insanity makes me (albeit limitedly) glad I'm not quite there yet.,bedtime insanity makes me albeit limitedly glad i'm not quite there yet.
58312,Potato Cakes in Grill triggered the fire alarm @ brkfast time,potato cakes in grill triggered the fire alarm brkfast time
58313,work on a saturday...,work on a saturday...
58314,@its_Dani_x sorting my room still. seriously bored and want to play out  hows the work coming along?? x,sorting my room still. seriously bored and want to play out hows the work coming along?? x
58315,wow im sooo tired i can barly stand up or keep mi eyes open!,wow im sooo tired i can barly stand up or keep mi eyes open!
58316,"not much on today, have to go to the Quacks later today","not much on today, have to go to the quacks later today"
58317,"FUCK my fav cousin's college graduation is on the same day as simon's  they're 2 hours away so it is possible, maybe...","fuck my fav cousin's college graduation is on the same day as simon's they're 2 hours away so it is possible, maybe..."
58318,@tharensolo i'm so sorry. that's really not fair at all.,i'm so sorry. that's really not fair at all.
58319,@M_teamemmett chantel wants to know what the random bands name is...and its not mcfly...,chantel wants to know what the random bands name is...and its not mcfly...
58320,Please God make me lose 35 lbs by the time i wake up tomorrow.,please god make me lose 35 lbs by the time i wake up tomorrow.
58321,can't sleep  and counting sheep is getting reallllllly boring. Ugh!,can't sleep and counting sheep is getting reallllllly boring. ugh!
58322,http://tinyurl.com/c8o629 watching this video currently..i miss the actress on the show..she was good,watching this video currently..i miss the actress on the show..she was good
58323,"@trvsbrkr, @markhoppus, it would pretty sick if Blink was on the main stage at Warped Tour, I never got to see ya'll live before",", , it would pretty sick if blink was on the main stage at warped tour, i never got to see ya'll live before"
58324,"Wishing there was something to do, everyone is busy","wishing there was something to do, everyone is busy"
58325,"Apocrypha 1.2... =&gt; API, WebSite und GameServer sind so ziemlich down","apocrypha 1.2... gt api, website und gameserver sind so ziemlich down"
58326,"@TheRealJessStas i have a pinched nerve in my leg  it's a lot better today though, don't need the crutches anymore!","i have a pinched nerve in my leg it's a lot better today though, don't need the crutches anymore!"
58327,bout to upload Saturdays vid  ...btw it sucks...,bout to upload saturdays vid ...btw it sucks...
58328,"Lisa_Veronica: is soooo tired, why can't I ever sleep before 5am!!!! Grrrr.. Have no time to be tired today","lisa veronica is soooo tired, why can't i ever sleep before 5am!!!! grrrr.. have no time to be tired today"
58329,Work!!!!  xo L,work!!!! xo l
58330,@alexperpich i used to crave slurpees every day last summer. but theres only one 711 in nyc,i used to crave slurpees every day last summer. but theres only one 711 in nyc
58331,@DJ_Reeves it killed too many of my brain cells,it killed too many of my brain cells
58332,@GMThree HAHA I only came home for my Bestfriend's grad party... But I'll b back 4 summer @ the end of May. I'm takin a summer class,haha i only came home for my bestfriend's grad party... but i'll b back 4 summer the end of may. i'm takin a summer class
58333,Is tiiired. Went to a techno party yesterday/this morning. And still need to summarize two chapters of art history. Today,is tiiired. went to a techno party yesterday this morning. and still need to summarize two chapters of art history. today
58334,browsing craigslist classifieds for someone to hang out with.. how depressing,browsing craigslist classifieds for someone to hang out with.. how depressing
58335,@radiojen I speak Chinese and read enough to get by. The problem was having 3 schools in the area and the driver didn't know the dif.,i speak chinese and read enough to get by. the problem was having 3 schools in the area and the driver didn't know the dif.
58336,Good Afternoon.....hope everyone's day is going well....gotta work on such a pretty day AGAIN ugh...  i'll be fine i guess...lol,good afternoon.....hope everyone's day is going well....gotta work on such a pretty day again ugh... i'll be fine i guess...lol
58337,Already losing tweets #tweetie,already losing tweets tweetie
58338,@audaciaray @debaucheddiva I tried to text 2669 and got an error.,i tried to text 2669 and got an error.
58339,Okii i say that i love Mamma Mia and all but now I CAN'T GET THE SONGS OUTTA MY HEAD!!! I've got Super Trouper on a loop here!,okii i say that i love mamma mia and all but now i can't get the songs outta my head!!! i've got super trouper on a loop here!
58340,It's right there...and it's SO hard to resist clicking it.,it's right there...and it's so hard to resist clicking it.
58341,Wow ghost of girlfriends past did noothing for me!!!,wow ghost of girlfriends past did noothing for me!!!
58342,Good morning! 1st final today. Craming and so busy! ...Regrets? nope. Runnin my own race at this point. Congratulations to u for urs tho.,good morning! 1st final today. craming and so busy! ...regrets? nope. runnin my own race at this point. congratulations to u for urs tho.
58343,No games today for the Knights  Playing two games tomorrow at 12 and 2 p.m. ET,no games today for the knights playing two games tomorrow at 12 and 2 p.m. et
58344,"is in the animation studio, doing her IMM blogpost. Missed Amazing Race tonight","is in the animation studio, doing her imm blogpost. missed amazing race tonight"
58345,It's officially too damn early! My dark circles have dark circles!,it's officially too damn early! my dark circles have dark circles!
58346,wants to go home and retreat to my room,wants to go home and retreat to my room
58347,I hate percussion methods.  The teacher is an asshole.,i hate percussion methods. the teacher is an asshole.
58348,home too soon  booo! time flew.,home too soon booo! time flew.
58349,I need to start doings some school work  now if I am to get an early night's sleep....,i need to start doings some school work now if i am to get an early night's sleep....
58350,Crying  Just found out that Steph's leaving. I'm gonna miss her bundles!!!!!,crying just found out that steph's leaving. i'm gonna miss her bundles!!!!!
58351,@phishgirl3 It's all good. My wife has my daughter singing that crap also,it's all good. my wife has my daughter singing that crap also
58352,@philippaw took you a while to reply. I am sad that I am missing out on Karaoke Thursday.,took you a while to reply. i am sad that i am missing out on karaoke thursday.
58353,@luckee13 We're getting reports of bad fan behavior......    Any news?,we're getting reports of bad fan behavior...... any news?
58354,@grrlaction I'm asking myself the same thing.  I fully expected to sleep 'till noon today and was up at 9:30,i'm asking myself the same thing. i fully expected to sleep 'till noon today and was up at 9 30
58355,"cant afford to see Angels and Demons, so i watched it for free: http://tr.im/lvBu","cant afford to see angels and demons, so i watched it for free"
58356,wish I was seeing Bats for Lashes tonight,wish i was seeing bats for lashes tonight
58357,Is stuck in API hell...,is stuck in api hell...
58358,@alexWTrugs sorry that lots of great talent got overlooked for people with background stories this year - but thats what makes reality tv,sorry that lots of great talent got overlooked for people with background stories this year - but thats what makes reality tv
58359,@spiritcloth it's grey here today also,it's grey here today also
58360,@phlaimeaux where are you?,where are you?
58361,@Kathleen_D YAYYY i've got 500 words now. just a couple 100 more and I should be sweet. ew then its geog time,yayyy i've got 500 words now. just a couple 100 more and i should be sweet. ew then its geog time
58362,@WerewolfJacob Jake!! I miss you,jake!! i miss you
58363,@larrybloch haha oops. ignore me. I have netlogistics and netregistry mixed up. bash me now. Yours looks good.,haha oops. ignore me. i have netlogistics and netregistry mixed up. bash me now. yours looks good.
58364,@ClarissaMishele you fail at sleeping dont you?,you fail at sleeping dont you?
58365,"Morning ! Sun's in the sky, but Mary still feels sick, don't want to go to school  booah !!!","morning ! sun's in the sky, but mary still feels sick, don't want to go to school booah !!!"
58366,I'm very hungry at the moment,i'm very hungry at the moment
58367,It is very humid in texas.,it is very humid in texas.
58368,"As it is, we don't get to seat in an air/con room.. And the weather is heaty  sweat smokers sweat!!","as it is, we don't get to seat in an air con room.. and the weather is heaty sweat smokers sweat!!"
58369,The pool was actually closed! couldn't even swim  good thing i biked and ran this morning...even on a busted foot!,the pool was actually closed! couldn't even swim good thing i biked and ran this morning...even on a busted foot!
58370,@JaxLicurse I am lost. Please help me find a good home.,i am lost. please help me find a good home.
58371,life sucks.... after a Hard Drive crash...,life sucks.... after a hard drive crash...
58372,@princesspixel Our score sheet was way different to the official scores,our score sheet was way different to the official scores
58373,@ work stressin about our colleague that just had a heart attack and is in the hospital right now,work stressin about our colleague that just had a heart attack and is in the hospital right now
58374,"not in the mood.. I'm feeling so tired, I don't wanna do anything I just wanna sleeeeeep!","not in the mood.. i'm feeling so tired, i don't wanna do anything i just wanna sleeeeeep!"
58375,It's a beautiful day... but I've spent most of it catching up on work. BOO,it's a beautiful day... but i've spent most of it catching up on work. boo
58376,@dougiemcfly that penalty of danny,that penalty of danny
58377,"Got through a puny weekend. T &amp; H off to AZ this week  Rome is slowly building, ie, borders are being added to y new quilt top.","got through a puny weekend. t amp h off to az this week rome is slowly building, ie, borders are being added to y new quilt top."
58378,"@ramses101 st voyager night!? oh no, i missed it being out dancing  =A=","st voyager night!? oh no, i missed it being out dancing a"
58379,"street soccer canceled, nothing to do todaay","street soccer canceled, nothing to do todaay"
58380,@killaya I wish I could help  I only have 40 bucks for gas and parking for the show,i wish i could help i only have 40 bucks for gas and parking for the show
58381,@zwamkat ....the Cat not  was time to say goodbye.,....the cat not was time to say goodbye.
